1,2013-02-22,241
3,2013-02-25,368
4,2013-02-27,385
6,2013-03-05,391
9,2013-03-19,392
12,2013-03-30,326
12,2013-04-05,327
14,2013-04-15,328
14,2013-04-26,329
15,2013-05-10,284
15,2013-05-16,330
15,2013-05-23,331
15,2013-05-31,332
16,2013-06-06,333
16,2013-06-14,337
16,2013-06-21,338
16,2013-06-27,339
16,2013-07-05,340
16,2013-07-11,341
16,2013-07-18,342
16,2013-07-26,343
16,2013-08-02,1423
16,2013-08-08,334
16,2013-08-16,335
16,2013-08-22,336
17,2013-08-29,344
18,2013-09-05,345
18,2013-09-12,346
20,2013-09-17,347
21,2013-09-19,348
22,2013-09-26,349
23,2013-10-03,350
24,2013-10-10,351
26,2013-10-17,352
26,2013-10-24,353
28,2013-10-31,354
29,2013-11-01,355
30,2013-11-07,356
30,2013-11-14,357
30,2013-11-21,358
31,2013-11-28,287
31,2013-12-05,359
31,2013-12-14,360
32,2013-12-17,361
32,2014-01-06,362
33,2014-01-09,363
35,2014-01-16,364
36,2014-01-23,365
37,2014-01-30,366
38,2014-02-06,367
40,2014-02-13,369
41,2014-02-20,370
41,2014-03-02,371
41,2014-03-06,372
41,2014-08-23,518
41,2014-03-21,373
42,2014-03-27,374
43,2014-04-03,375
44,2014-04-25,376
44,2014-05-01,377
45,2014-05-08,378
46,2014-05-15,379
49,2014-05-27,380
49,2014-05-29,381
49,2014-06-05,382
49,2014-06-12,383
49,2014-06-19,384
49,2014-06-24,1213
52,2014-07-03,386
53,2014-07-10,387
54,2014-07-17,388
55,2014-07-24,389
56,2014-07-31,323
57,2014-08-17,390
58,2014-09-13,1182
58,2014-09-14,1180
60,2014-10-09,405
62,2014-10-16,406
63,2014-10-23,407
65,2014-11-26,456
67,2014-12-06,316
68,2014-12-23,558
69,2015-01-08,879
71,2015-01-21,1413
71,2015-02-10,921
73,2015-02-19,321
74,2015-02-26,173
74,2015-03-05,174
75,2015-03-12,175
75,2015-03-19,176
75,2015-03-26,177
76,2015-03-30,178
76,2015-04-09,179
77,2015-01-16,180
77,2015-04-23,181
78,2015-04-30,182
78,2015-05-07,183
78,2015-05-14,184
78,2015-05-21,185
78,2015-05-28,186
79,2015-06-04,187
79,2015-06-11,188
79,2015-06-18,189
79,2015-06-25,190
80,2015-07-02,191
81,2015-07-06,192
83,2015-07-09,288
84,2015-07-16,193
85,2015-07-23,409
86,2015-07-30,194
87,2015-08-06,195
88,2015-08-13,196
90,2015-08-22,197
92,2015-08-27,198
92,2015-09-03,199
93,2015-09-10,200
93,2015-09-17,201
93,2015-09-24,202
93,2015-10-01,203
93,2015-10-08,204
94,2015-10-15,205
95,2015-10-23,206
96,2015-10-29,411
96,2015-10-30,207
96,2015-10-31,410
97,2015-11-05,208
99,2015-11-12,209
100,2015-11-19,210
101,2015-11-26,211
102,2015-12-03,212
103,2015-12-12,213
103,2015-12-15,214
104,2016-01-08,215
105,2016-01-14,393
106,2016-01-21,216
106,2016-01-30,394
107,2016-02-04,217
107,2016-02-11,395
108,2016-02-18,218
108,2016-02-27,219
108,2016-03-03,220
109,2016-03-17,221
110,2016-03-25,396
111,2016-03-31,222
111,2016-04-07,397
112,2016-04-14,399
112,2016-04-15,398
113,2016-04-21,223
114,2016-05-06,224
114,2016-05-12,432
114,2016-05-19,400
114,2016-05-26,433
114,2016-06-02,434
115,2016-06-03,401
115,2016-06-09,415
116,2016-06-16,402
116,2016-06-20,435
117,2016-06-23,436
117,2016-06-01,225
117,2016-06-12,418
118,2016-07-14,437
119,2016-07-22,438
119,2016-07-28,439
120,2016-08-04,416
120,2016-08-11,440
120,2016-08-18,441
120,2016-08-25,442
121,2016-09-01,443
121,2016-09-08,444
121,2016-09-15,445
122,2016-09-22,446
122,2016-09-26,447
122,2016-09-29,448
122,2016-10-06,449
123,2016-10-13,450
124,2016-10-20,419
124,2016-10-27,451
125,2016-11-03,452
126,2016-11-10,453
126,2016-11-17,420
127,2016-11-24,226
127,2016-12-01,422
128,2016-12-08,454
129,2016-12-14,455
128,2017-01-05,421
129,2017-01-12,290
131,2017-01-21,293
131,2017-01-31,483
132,2017-02-02,479
133,2017-02-16,227
135,2017-02-27,403
137,2017-03-02,404
138,2017-03-12,228
139,2017-03-24,476
139,2017-04-02,478
139,2017-04-06,424
139,2017-04-13,477
139,2017-04-20,472
140,2017-04-30,1170
140,2017-05-14,673
140,2017-06-02,425
144,2017-06-15,426
145,2017-06-22,427
146,2017-06-25,428
148,2017-07-11,429
149,2017-07-17,430
150,2017-07-22,939
150,2017-07-27,1210
150,2017-08-03,1745
154,2017-09-04,538
154,2017-09-07,457
154,2017-09-14,702
154,2017-09-21,471
154,2017-09-28,703
155,2017-10-05,431
155,2017-10-12,464
156,2017-10-19,470
156,2017-10-26,473
156,2017-11-07,704
157,2017-11-09,468
159,2017-11-20,641
159,2017-11-23,469
160,2017-12-11,559
160,2018-01-04,475
161,2018-01-18,291
161,2018-01-25,624
163,2018-02-04,692
163,2018-02-08,21
163,2018-02-15,22
164,2018-02-22,23
165,2018-03-01,24
166,2018-03-08,25
166,2018-03-15,26
166,2018-03-22,27
167,2018-03-29,28
168,2018-04-05,29
168,2018-04-12,30
168,2018-04-19,31
169,2018-04-26,32
169,2018-05-03,33
170,2018-05-10,34
170,2018-05-17,35
170,2018-05-24,36
171,2018-05-31,37
171,2018-06-07a,458
171,2018-06-07b,38
171,2018-06-14,39
171,2018-06-21,40
171,2018-06-28,41
171,2018-07-05a,42
171,2018-07-05b,1409
171,2018-07-12,43
172,2018-07-19,44
172,2018-07-26,45
172,2018-08-02,46
172,2018-08-09,47
172,2018-08-16,48
174,2018-08-24,50
174,2018-08-23,49
174,2018-08-30,51
174,2018-09-06,52
174,2018-09-13,53
175,2018-09-20,54
175,2018-09-27,55
175,2018-10-04,56
176,2018-10-11,57
176,2018-10-18,58
176,2018-10-25,59
176,2018-11-08,60
176,2018-11-15,61
177,2018-11-22,62
177,2018-11-29a,63
177,2018-11-29b,64
177,2018-12-06,65
177,2018-12-10,66
177,2018-12-13,67
177,2019-01-10,68
177,2019-01-11,69
177,2019-01-17,70
177,2019-01-24,71
177,2019-01-31,72
177,2019-02-07,73
177,2019-02-14,74
177,2019-02-21,75
177,2019-02-28,76
178,2019-03-07,77
178,2019-03-14,78
178,2019-03-21,79
178,2019-03-28,80
178,2019-04-04,81
179,2019-04-11,82
179,2019-04-18,83
179,2019-04-25,84
179,2019-05-02,85
179,2019-05-16,86
180,2019-05-23,87
180,2019-05-30,88
180,2019-06-06,89
180,2019-06-10,90
180,2019-06-13,91
180,2019-06-20,92
180,2019-06-27,93
180,2019-07-04,94
180,2019-07-11,95
181,2019-07-18,96
181,2019-07-25,97
181,2019-08-01,98
181,2019-08-08,99
181,2019-08-15,100
181,2019-08-22,101
182,2019-08-29,102
182,2019-09-05,103
183,2019-09-12,104
183,2019-09-19,105
184,2019-09-26,106
184,2019-10-02,107
184,2019-10-17,108
184,2019-10-24,109
185,2019-10-31,110
185,2019-11-07,111
185,2019-11-14,112
185,2019-11-21,113
186,2019-11-28,114
186,2019-12-05,115
186,2019-12-11,116
187,2019-12-16,117
187,2020-01-09,118
187,2020-01-16,119
187,2020-01-23,120
188,2020-01-29,121
188,2020-02-06,122
188,2020-02-13,123
188,2020-02-20,124
188,2020-02-27,125
188,2020-03-05,126
188,2020-03-12,127
188,2020-03-19,128
189,2020-03-26,129
189,2020-04-02,130
189,2020-04-08,131
189,2020-04-16,132
189,2020-04-23,133
189,2020-04-30,134
189,2020-05-14,135
189,2020-05-21,136
189,2020-05-28,137
189,2020-06-04,138
189,2020-06-12,139
190,2020-06-18,140
190,2020-06-25,141
190,2020-07-02,142
190,2020-07-09,143
190,2020-07-16,144
190,2020-07-23,145
190,2020-08-06,146
190,2020-08-12,147
191,2020-08-26,148
191,2020-09-02,149
191,2020-09-10,150
191,2020-09-16,151
191,2020-09-23,152
191,2020-09-30,153
191,2020-10-07,154
191,2020-10-14,155
192,2020-10-21,156
192,2020-10-28,157
192,2020-11-05,158
192,2020-11-11,159
192,2020-11-18,160
192,2020-11-25,161
192,2020-12-02,162
193,2020-12-09,163
193,2020-12-16,164
193,2021-01-06,165
193,2021-01-13,166
193,2021-01-20,167
193,2021-01-27,168
193,2021-02-03,245
193,2021-02-17,170
194,2021-02-24,243
194,2021-03-03,242
194,2021-03-17,294
194,2021-03-24,315
194,2021-04-07,474
195,2021-04-14,487
195,2021-04-21,488
195,2021-04-28a,489
195,2021-04-28b,490
195,2021-05-05,491
196,2021-05-19,496
196,2021-05-26,503
196,2021-05-28,504
196,2021-06-03,505
197,2021-06-16,506
197,2021-06-23,507
197,2021-06-30,524
197,2021-07-07,529
197,2021-07-14,532
197,2021-07-21,534
198,2021-07-28,536
198,2021-08-04,537
198,2021-08-12,552
198,2021-08-18,561
199,2021-08-25,563
199,2021-09-02,565
199,2021-09-09,567
199,2021-09-22,575
200,2021-10-06,578
200,2021-10-13,580
200,2021-10-20a,582
200,2021-10-20b,583
200,2021-10-27,585
201,2021-11-03,588
201,2021-11-10,598
201,2021-11-17,609
201,2021-11-24a,612
201,2021-11-24b,613
201,2021-12-01,616
202,2021-12-09a,659
202,2021-12-09b,645
202,2021-12-16,672
202,2022-01-05,720
202,2022-01-12,763
202,2022-01-19,768
202,2022-01-26,780
202,2022-02-02,785
203,2022-02-09,791
203,2022-02-16,797
203,2022-02-23,834
203,2022-03-02,842
203,2022-03-09,847
203,2022-03-16a,855
203,2022-03-16b,856
203,2022-03-16c,857
204,2022-03-23,875
