0	[clientscript,tt_rewards_init]
1	[proc,settings_warning_carrallangar_teleport]
2	[proc,hex_to_rgb]
3	[proc,target_world]
4	[clientscript,tt_reward_selected_onclick]
5	[clientscript,tt_reward_selected]
6	[clientscript,wom_tab_init]
7	[proc,tt_reward_highlight_selected]
8	[proc,tt_reward_set_desc]
9	[clientscript,tt_reward_highlight]
10	[clientscript,wom_item_move]
11	[clientscript,wom_tab_highlight]
16	[clientscript,wom_tab_highlight_onclick]
17	[clientscript,wom_item_update]
18	[clientscript,wom_item_hide]
19	[proc,magic_runecount]
20	[proc,magic_tostring]
21	[proc,wom_build_item_list]
22	[clientscript,tt_reward_highlight_off]
23	[clientscript,pvp_store_init]
25	[clientscript,closebutton]
26	[proc,closebutton_action]
27	[clientscript,closebutton_over]
28	[clientscript,closebutton_leave]
29	[clientscript,closebutton_click]
30	[clientscript,scrollbar_vertical]
31	[proc,scrollbar_vertical]
32	[clientscript,scrollbar_vertical_up]
33	[clientscript,scrollbar_vertical_down]
34	[clientscript,scrollbar_vertical_jump]
35	[clientscript,scrollbar_vertical_drag]
36	[clientscript,scrollbar_vertical_wheel]
37	[proc,scrollbar_vertical_doscroll]
38	[clientscript,addtooltip]
39	[clientscript,camera_zoom]
40	[clientscript,deltooltip]
41	[proc,deltooltip_action]
42	[proc,camera_do_zoom]
43	[clientscript,zoom_mouse_toggle]
44	[clientscript,graphic_swapper]
45	[clientscript,text_colour_swapper]
46	[proc,tostring_spacer]
48	[clientscript,cc_colour_temporarily]
49	[clientscript,docheat]
50	[proc,settings_warning_carrallangar_tablet]
51	[clientscript,pattern_next_setmodel]
52	[clientscript,pattern_cards_setmodel]
53	[clientscript,tol_pressure_leverinit]
54	[clientscript,poh_options_drawbutton]
55	[clientscript,chatbox_keyinput_init]
56	[proc,area_task_complete]
57	[clientscript,chatbox_keyinput_listener]
58	[clientscript,chatbox_multi_init]
59	[proc,chatbox_multi_addoption]
60	[clientscript,dream_bank_init]
61	[clientscript,dream_chest_init]
62	[clientscript,hp_hud_update_bar]
63	[clientscript,scrollbar_vertical_graphics]
65	[clientscript,set_spinner]
66	[clientscript,spinner]
67	[clientscript,model_swapper]
68	[clientscript,text_swapper]
69	[clientscript,comp_sethide]
70	[clientscript,tzhaar_fightpit_foesremaining]
71	[proc,toplevel_sidebutton_op]
72	[proc,scrollbar_resize]
73	[clientscript,chatdefault_onkey]
74	[proc,add_to_inputstring]
75	[proc,chatout_scrollup]
76	[proc,chatout_scrolldown]
77	[proc,chatout_add]
78	[proc,chatout_set]
79	[proc,chatout_get]
80	[clientscript,chat_onsubchange]
82	[clientscript,orbs_update_prayer]
83	[clientscript,splitpm_changed]
84	[proc,rebuildchatbox]
85	[clientscript,cc_colour_swapper]
86	[clientscript,chat_op]
87	[clientscript,macro_pinball_score]
88	[clientscript,private_op]
89	[proc,rebuildpmbox]
90	[proc,filtertest]
91	[proc,pm_filtertest]
92	[clientscript,v2_stone_button]
93	[clientscript,v2_stone_button_filled]
94	[clientscript,v2_stone_button_in]
95	[proc,chat_autotyper_updateop]
97	[clientscript,v2_stone_button_out_filled]
98	[proc,create_graphic]
100	[proc,on_enhanced_any]
101	[clientscript,meslayer_close]
102	[proc,meslayer_mode1]
103	[clientscript,meslayer_mode2]
104	[clientscript,meslayer_mode3]
105	[clientscript,meslayer_mode4]
106	[clientscript,meslayer_mode5]
107	[proc,meslayer_mode6]
108	[clientscript,meslayer_mode7]
109	[clientscript,meslayer_mode8]
110	[clientscript,meslayer_mode9]
111	[proc,meslayer_mode10]
112	[clientscript,meslayer_onkey]
114	[clientscript,oculus_init]
115	[clientscript,pattern_cards_select_init]
116	[clientscript,pattern_cards_select_op]
117	[clientscript,pattern_cards_select_update]
118	[clientscript,questscroll_init]
119	[clientscript,component_pulse_start]
120	[proc,pattern_cards_select_update]
121	[clientscript,pattern_cards_confirm_init]
122	[clientscript,component_pulse_timer]
123	[clientscript,friend_init]
124	[clientscript,grouping_viewchannel]
125	[proc,friend_update]
126	[clientscript,friend_op]
127	[clientscript,ignore_init]
128	[clientscript,grouping_offset]
129	[proc,ignore_update]
130	[clientscript,ignore_op]
131	[clientscript,closebutton_key]
132	[clientscript,barrows_overlay_init]
133	[clientscript,snapshot_onkey]
134	[proc,v2_stone_button_filled]
135	[clientscript,if_settextfont]
136	[clientscript,abyssalsire_overseer]
137	[clientscript,abyssalsire_overseer_update]
138	[clientscript,meslayer_ondialogabort]
139	[clientscript,raids_partydetails_autorefresh]
140	[clientscript,barrows_overlay_size]
141	[proc,ge_collect_all_init]
142	[clientscript,trade_confirm_init]
143	[clientscript,cam_forceangle]
144	[clientscript,bank_depositbox_init]
145	[clientscript,bank_depositbox_update]
146	[proc,bank_depositbox_update]
149	[clientscript,interface_inv_init]
150	[clientscript,interface_inv_init_big]
151	[clientscript,interface_inv_update_big]
152	[clientscript,chat_set_filter]
153	[proc,interface_inv_update_big]
154	[proc,interface_inv_draw_slot_big]
155	[clientscript,interface_inv_dragcomplete_swap_big]
156	[clientscript,interface_inv_dragcomplete_shuffle_big]
157	[proc,scrollbar_ondrag_doscroll]
158	[clientscript,interface_invother_init]
159	[clientscript,interface_invother_update_big]
160	[proc,interface_invother_update_big]
161	[proc,interface_invother_draw_slot_big]
162	[clientscript,interface_inv_drag_slot]
163	[clientscript,cws_toggle]
164	[clientscript,cws_graphic_swap]
165	[clientscript,cws_graphic_swap_2]
166	[proc,cws_cc_getvar]
167	[clientscript,cws_mouseover]
168	[proc,barrows_overlay_size]
169	[clientscript,kr_mouseleave_colour]
170	[clientscript,kr_tumbler_height]
171	[clientscript,kr_display_riddle]
172	[proc,bank_depositbox_drawslot]
175	[clientscript,chat_button_onop]
176	[proc,skill_guide_subsection_thieving]
177	[clientscript,raids_storage_items_op]
178	[proc,redraw_chat_buttons]
179	[proc,chat_alert_get]
180	[proc,chat_alert_enable]
181	[clientscript,ntk_layout]
182	[clientscript,chat_alert_flash]
183	[proc,chat_alert_set]
184	[proc,chat_set_filter]
185	[proc,chat_get_filter]
186	[clientscript,combat_interface_sp_redraw]
187	[proc,combat_interface_sp_redraw]
188	[clientscript,combat_interface_sp_updatebar]
189	[proc,combat_interface_sp_updatebar]
190	[clientscript,patchy_page_1]
191	[clientscript,patchy_page_2]
192	[proc,chatalerts]
193	[proc,panetest]
194	[clientscript,joinchat_onop]
195	[clientscript,pattern_cards_confirm_update]
197	[clientscript,agilityarena_rewards_init]
198	[proc,v2_stone_button_in_filled]
200	[clientscript,displayname_init]
204	[clientscript,displayname_draw]
205	[clientscript,duel_initworn]
208	[proc,v2_stone_button_out_filled]
209	[clientscript,trade_partner_set]
210	[proc,trade_partner_check]
211	[clientscript,poh_options_buildmode]
213	[proc,clanwars_hud_timeremaining_resynch]
216	[clientscript,rebuildchatbox]
217	[clientscript,menu]
218	[proc,menu_createentry]
220	[proc,ntk_layout]
221	[clientscript,cc_colour_temporarily_end]
224	[proc,inputstring_handlecheat]
225	[proc,inputstring_teledirection]
226	[clientscript,lost_property_init]
227	[clientscript,steelborder]
228	[proc,steelborder]
229	[clientscript,cc_graphic_swapper]
230	[clientscript,makeover_clothes_setup]
231	[proc,scrollbar_vertical_rebuild]
232	[clientscript,league_rewards_init]
233	[clientscript,motw_setmodel]
234	[proc,fake_runes_enabled]
235	[clientscript,autocast_init]
236	[clientscript,autocast_spellhighlight]
237	[proc,autocast_spellhighlight]
238	[clientscript,autocast_tooltip]
239	[proc,autocast_tooltip]
240	[clientscript,autocast_tooltip_runecount]
241	[proc,autocast_tooltip_runecount]
242	[proc,chatdefault_opt_item]
243	[proc,autocast_spellpos]
244	[clientscript,cc_settrans]
245	[clientscript,deadman_tournament_fogcolour]
246	[proc,rgb_to_hex]
247	[proc,inzone]
248	[clientscript,nzone_rewards_init]
249	[proc,steelbox]
250	[clientscript,music_init]
251	[clientscript,nzone_rewards_updatepotion]
252	[proc,music_isunlocked]
253	[clientscript,nzone_listbosses]
254	[clientscript,nzone_listquests]
255	[clientscript,nzone_game_overlay]
256	[clientscript,nzone_game_hide]
257	[clientscript,nzone_game_points_transmit]
258	[clientscript,nzone_game_points_tickup]
259	[proc,nzone_game_points_set]
260	[clientscript,nzone_game_absorption_transmit]
261	[clientscript,nzone_game_absorption_tickdown]
262	[proc,nzone_game_absorption_set]
263	[clientscript,nzone_game_subtitle]
264	[clientscript,nzone_lobby_overlay]
265	[clientscript,nzone_lobby_hide]
266	[clientscript,nzone_lobby_partystatus]
267	[proc,nzone_lobby_partystatus]
268	[clientscript,nzone_lobby_partynames]
269	[proc,nzone_lobby_partynames]
270	[clientscript,nzone_lobby_coffer]
271	[proc,nzone_lobby_coffer]
272	[clientscript,nzone_lobby_coffer_examine]
273	[clientscript,settrans]
274	[clientscript,bankmain_init]
275	[proc,nzone_rewards_price]
276	[clientscript,bankmain_build]
277	[proc,bankmain_build]
278	[proc,bankmain_drawitem]
279	[proc,bankmain_filteritem]
280	[proc,bankmain_filterstring]
281	[clientscript,bankmain_search_toggle]
282	[proc,bankmain_search_setbutton]
283	[clientscript,bankmain_search_refresh]
284	[clientscript,bankmain_dragscroll]
285	[clientscript,bankmain_reorder]
286	[clientscript,bankmain_swapinsert]
287	[proc,bankmain_swapinsert]
288	[clientscript,bankmain_swapinsert_op]
289	[clientscript,bankmain_itemnote]
290	[proc,bankmain_itemnote]
291	[clientscript,bankmain_itemnote_op]
292	[clientscript,bankmain_depositall]
293	[clientscript,bankmain_depositall_end]
294	[clientscript,bankside_init]
295	[clientscript,bankside_build]
296	[proc,bankside_build]
297	[proc,bankside_drawitem]
298	[clientscript,bankside_reorder]
299	[proc,meslayer_close]
300	[proc,meslayer_mode11]
301	[clientscript,nzone_rewards_lists]
302	[proc,nzone_rewards_lists]
303	[proc,nzone_rewards_lists_drawitem]
304	[proc,nzone_rewards_updatepotion]
305	[clientscript,nzone_rewards_upgrades]
306	[proc,nzone_rewards_upgrades]
307	[clientscript,nzone_rewards_tabs]
308	[proc,nzone_rewards_tabs]
309	[proc,nzone_rewards_tab]
310	[clientscript,nzone_rewards_setpoints]
311	[proc,nzone_rewards_setpoints]
312	[clientscript,welcome_screen_init]
313	[clientscript,music_vartransmit]
314	[proc,music_setcolour]
315	[clientscript,music_optionbuttons_setmode]
317	[clientscript,music_optionbuttons_resynch]
318	[proc,music_optionbuttons]
319	[clientscript,slayer_rewards_confirm_back]
320	[clientscript,slayer_rewards_confirm_backlater]
321	[clientscript,slayer_rewards_buy_init]
322	[clientscript,slayer_rewards_buy_op]
323	[clientscript,combat_interface_opbutton]
324	[proc,combat_interface_setbuttons]
325	[clientscript,combat_interface_retaliate]
326	[clientscript,slayer_rewards_buy_release]
327	[clientscript,combat_interface_sp]
328	[clientscript,slayer_rewards_tasks_init]
329	[clientscript,combat_interface_autocast]
330	[clientscript,thormac_setup]
331	[clientscript,thormac_highlight]
332	[proc,thormac_highlight]
333	[clientscript,bankpin_keypad_init]
334	[clientscript,godwars_hideshow_init]
335	[clientscript,godwars_hideshow]
336	[proc,godwars_hideshow]
337	[clientscript,godwars_killcount_armadyl]
338	[clientscript,godwars_killcount_bandos]
339	[clientscript,godwars_killcount_saradomin]
340	[clientscript,godwars_killcount_zamorak]
341	[proc,godwars_killcount]
342	[clientscript,godwars_darkness]
343	[clientscript,godwars_fader_init]
344	[clientscript,godwars_fader]
345	[proc,pattern_cards_confirm_update]
